0,936830	0,936830	p
2,048372	2,048372	p
3,154163	3,154163	p
4,257796	4,257796	p
5,375090	5,375090	p
6,476552	6,476567	p
7,598894	7,598894	p
8,711565	8,711874	p
9,823416	9,823416	p
11,005733	11,005733	p
12,043625	12,043625	p
13,158762	13,158762	p
14,273899	14,273899	p
15,391912	15,391912	p
16,499859	16,499859	p
17,606369	17,606369	p
18,717911	18,717911	p
19,836643	19,836643	p
20,943152	20,943152	p
22,050381	22,050381	p
23,163361	23,163361	p
24,274903	24,274903	p
25,863847	25,863847	f
26,495830	26,495830	f
27,129970	27,129970	f
27,764110	27,764110	f
28,388184	28,388184	f
29,024481	29,024481	f
29,659340	29,659340	f
30,293480	30,293480	f
30,926901	30,926901	f
31,558884	31,558884	f
