0,104143	0,104143	p
1,209628	1,209628	p
2,334287	2,334287	p
3,435414	3,435414	p
4,560508	4,560508	p
5,676016	5,676016	p
6,785423	6,785423	p
7,893523	7,893523	p
9,006852	9,006852	p
10,115387	10,115387	p
11,224794	11,224794	p
12,336380	12,336380	p
13,442737	13,442737	p
14,555194	14,555194	p
15,665908	15,665908	p
16,779673	16,779673	p
17,893437	17,893437	p
19,001973	19,001973	p
20,114430	20,114430	p
21,221659	21,221659	p
22,332809	22,332809	p
23,457467	23,457467	p
24,557780	24,557780	p
26,151243	26,151243	f
26,770437	26,770437	f
27,409675	27,409675	f
28,042377	28,042377	f
28,672900	28,672900	f
29,314317	29,314317	f
29,938740	29,938740	f
30,577106	30,577106	f
31,209808	31,209808	f
31,844689	31,844689	f
