0,592374	0,592374	p
1,700648	1,700648	p
2,809510	2,809510	p
3,927785	3,927785	p
5,040177	5,040177	p
6,153157	6,153157	p
7,256725	7,256725	p
8,373235	8,373235	p
9,477945	9,477945	p
10,591548	10,591548	p
11,719234	11,719234	p
12,815743	12,815743	p
13,931076	13,931076	p
15,040527	15,040527	p
16,151154	16,151154	p
17,262958	17,262958	p
18,373585	18,373585	p
19,487742	19,487742	p
20,593075	20,593075	p
21,700250	21,700250	p
22,816094	22,816094	p
23,935348	23,935348	p
25,040877	25,040877	p
26,259744	26,259744	f
26,898001	26,898001	f
27,526847	27,526847	f
28,168046	28,168046	f
28,801636	28,801636	f
29,435149	29,435149	f
30,062818	30,062818	f
30,700488	30,700488	f
31,334039	31,334039	f
31,972297	31,972297	f
