0,430669	0,430669	p
1,539335	1,539335	p
2,644406	2,644406	p
3,759292	3,759544	p
4,863896	4,863896	p
5,984066	5,984066	p
7,092732	7,092732	p
8,228001	8,228001	p
9,311503	9,311503	p
10,423045	10,423045	p
11,543288	11,543288	p
12,646129	12,646129	p
13,759829	13,759829	p
14,871371	14,871371	p
15,999450	15,999450	p
17,107397	17,107397	p
18,211030	18,211030	p
19,318259	19,318259	p
20,429801	20,429801	p
21,538467	21,538467	p
22,647852	22,647852	p
23,763709	23,763709	p
24,875970	24,875970	p
26,096078	26,096078	p
26,729499	26,729499	f
27,364358	27,364358	f
27,992027	27,992027	f
28,631199	28,631199	f
29,259587	29,259587	f
29,895884	29,895884	f
30,538652	30,538652	f
31,169916	31,169916	f
31,802618	31,802618	f
