0,710897	0,710897	p
1,803709	1,803709	p
2,904663	2,904663	p
3,990960	3,990960	p
5,084586	5,084586	p
6,179026	6,179026	p
7,269394	7,269394	p
8,358134	8,358134	p
9,451458	9,451458	p
10,550271	10,550271	p
11,646340	11,646340	p
12,742408	12,742408	p
13,842111	13,842111	p
14,951328	14,951328	p
16,037437	16,037437	p
17,138898	17,138898	p
18,209655	18,209655	p
19,341981	19,341981	p
20,434432	20,434432	p
21,444872	21,444872	f
22,089121	22,089121	f
22,716959	22,716959	f
23,362894	23,362894	f
23,993805	23,993805	f
24,625714	24,625714	f
25,254366	25,254366	f
25,738883	25,738883	f
