1,059533	1,059533	p
2,176076	2,176076	p
3,259281	3,259281	p
4,343547	4,343547	p
5,480528	5,480528	p
6,590617	6,590617	p
7,682420	7,682420	p
8,788419	8,788419	p
9,893994	9,893994	p
11,011613	11,011613	p
12,118475	12,118475	p
13,240831	13,240831	p
14,339729	14,339729	p
15,458424	15,458424	p
16,616515	16,616515	p
17,710873	17,710873	p
18,818811	18,818811	p
19,898781	19,898781	p
21,010724	21,010724	p
22,123263	22,123263	p
23,262395	23,262395	p
24,386409	24,386409	p
25,463136	25,463136	p
27,180079	27,180079	f
27,762093	27,762093	f
28,344108	28,344108	f
29,042525	29,042525	f
29,711842	29,711842	f
30,439360	30,439360	f
31,137777	31,137777	f
31,661590	31,661590	f
32,272706	32,272706	f
32,854720	32,854720	f
