5,936633	5,936633	p
7,042780	7,042780	p
8,133226	8,133226	p
9,260681	9,260681	p
10,340862	10,340862	p
11,474578	11,474578	p
12,587320	12,587320	p
13,712183	13,712183	p
14,819969	14,819969	p
15,907768	15,907768	p
17,014043	17,014043	p
18,189426	18,189426	p
19,253954	19,253954	p
20,381165	20,381165	p
21,506245	21,506245	p
22,578728	22,578728	p
23,773677	23,773677	p
24,812691	24,812691	p
25,928483	25,928483	p
27,022864	27,022864	p
28,131518	28,131518	p
29,260395	29,260395	p
30,360723	30,360723	p
31,476515	31,476515	p
34,757726	34,757726	f
35,436083	35,436083	f
36,203762	36,203762	f
37,000361	37,000361	f
37,618752	37,618752	f
38,311025	38,311025	f
38,992953	38,992953	f
