1,060016	1,060016	p
2,176330	2,176330	p
3,286765	3,286765	p
4,384831	4,384831	p
5,512405	5,512405	p
6,614242	6,614242	p
7,733774	7,733774	p
8,851696	8,851696	p
9,958360	9,958360	p
11,084325	11,084325	p
12,176511	12,176511	p
13,296043	13,296043	p
14,407531	14,407531	p
15,520629	15,520629	p
16,640160	16,640160	p
17,746823	17,746823	p
18,856703	18,856703	p
19,971409	19,971409	p
21,070029	21,070029	p
22,183127	22,183127	p
23,284964	23,284964	p
24,391627	24,391627	p
25,506333	25,506333	p
26,619430	26,619430	p
28,215084	28,215084	f
28,840799	28,840799	f
29,469731	29,469731	f
30,108314	30,108314	f
30,742072	30,742072	f
31,388698	31,388698	f
32,019238	32,019238	f
32,638519	32,638519	f
33,275494	33,275494	f
33,915686	33,915686	f
