0,501228	0,501228	p
1,618729	1,618729	p
2,730012	2,730012	p
3,792788	3,792788	p
4,907802	4,907802	p
6,011725	6,011725	p
7,121661	7,121661	p
8,237297	8,237297	p
9,344848	9,344848	p
10,460484	10,460484	p
11,570523	11,570523	p
12,684293	12,684293	p
13,793088	13,793088	p
14,906858	14,906858	p
16,024982	16,024982	p
17,128180	17,128180	p
18,238841	18,238841	p
19,350123	19,350123	p
20,463894	20,463894	p
21,578286	21,578286	p
22,685215	22,685215	p
23,792767	23,792767	p
24,908402	24,908402	p
26,020307	26,020307	p
27,599236	27,599236	f
28,238519	28,238519	f
28,872205	28,872205	f
29,505891	29,505891	f
30,136468	30,136468	f
30,776443	30,776443	f
31,411924	31,411924	f
32,033795	32,033795	f
32,669346	32,669346	f
33,298058	33,298058	f
33,886988	33,886988	f
