0,962563	0,962563	p
2,065900	2,065900	p
3,181029	3,181029	p
4,295421	4,295421	p
5,402443	5,402443	p
6,516835	6,516835	p
7,625330	7,625330	p
8,736037	8,736037	p
9,854114	9,854114	p
10,964084	10,964084	p
12,078476	12,078476	p
13,188446	13,188446	p
14,298416	14,298416	p
15,414282	15,414282	p
16,522778	16,522778	p
17,626851	17,626851	p
18,742717	18,742717	p
19,855635	19,855635	p
20,966342	20,966342	p
22,077786	22,077786	p
23,187019	23,187019	p
24,301411	24,301411	p
25,412854	25,412854	p
27,008528	27,008528	f
27,639427	27,639427	f
28,270326	28,270326	f
28,893118	28,893118	f
29,532125	29,532125	f
30,156391	30,156391	f
30,793923	30,793923	f
31,432930	31,432930	f
32,061618	32,061618	f
32,685147	32,685147	f
