0,932239	0,932239	p
2,153454	2,153454	p
3,201080	3,201080	p
4,195077	4,195077	p
5,302517	5,302517	p
6,420218	6,420218	p
7,551735	7,551735	p
8,643185	8,643185	p
9,755360	9,755360	p
10,871679	10,871679	p
11,949314	11,949314	p
13,094647	13,094647	p
14,201155	14,201155	p
15,394284	15,394284	p
16,428408	16,428408	p
17,518477	17,518477	p
18,633415	18,633415	p
19,766313	19,766313	p
20,836120	20,836120	p
21,974083	21,974083	p
23,089021	23,089021	p
24,226064	24,226064	p
25,317632	25,317632	p
27,558388	27,558388	f
28,198604	28,198604	f
28,897021	28,897021	f
29,508137	29,508137	f
30,119252	30,119252	f
30,759468	30,759468	f
31,370583	31,370583	f
32,010799	32,010799	f
32,651015	32,651015	f
