1,045939	1,045939	p
2,167448	2,167448	p
3,230270	3,230270	p
4,327661	4,327661	p
5,458015	5,458015	p
6,562642	6,562642	p
7,675308	7,675308	p
8,787975	8,787975	p
9,907877	9,907877	p
11,025538	11,025538	p
12,138837	12,138837	p
13,225777	13,225777	p
14,340855	14,340855	p
15,462365	15,462365	p
16,582267	16,582267	p
17,678051	17,678051	p
18,802777	18,802777	p
19,908207	19,908207	p
21,025698	21,025698	p
22,139168	22,139168	p
23,233344	23,233344	p
25,539525	25,539525	f
26,125177	26,125177	f
26,711230	26,711230	f
27,347408	27,347408	f
27,978255	27,978255	f
28,391396	28,391396	f
