0,471030	0,471030	p
1,605346	1,605346	p
2,716591	2,716591	p
3,777849	3,777849	p
4,889095	4,889095	p
5,997579	5,997579	p
7,116744	7,116744	p
8,217063	8,217063	p
9,334076	9,334076	p
10,429941	10,429941	p
11,554644	11,554644	p
12,655178	12,655178	p
13,779057	13,779057	p
14,893509	14,893509	p
16,001548	16,001548	p
17,108948	17,108948	p
18,218271	18,218271	p
19,344896	19,344896	p
20,448451	20,448451	p
21,557774	21,557774	p
22,665174	22,665174	p
23,818136	23,818136	p
24,889587	24,889587	p
26,106574	26,106574	f
26,737177	26,737177	f
27,377393	27,377393	f
28,007995	28,007995	f
28,644366	28,644366	f
29,270481	29,270481	f
29,913262	29,913262	f
30,543865	30,543865	f
31,166777	31,166777	f
31,797380	31,797380	f
