0,769853	0,769853	p
1,863769	1,863769	p
2,970583	2,970583	p
4,090296	4,090296	p
5,198722	5,198722	p
6,318435	6,318435	p
7,426055	7,426055	p
8,530451	8,530451	p
9,646133	9,646133	p
10,754560	10,754560	p
11,875885	11,875885	p
12,983505	12,983505	p
14,099993	14,099993	p
15,206001	15,206001	p
16,325714	16,325714	p
17,427691	17,427691	p
18,545791	18,545791	p
19,651800	19,651800	p
20,765063	20,765063	p
21,855755	21,855755	p
22,972243	22,972243	p
24,090343	24,090343	p
25,207637	25,207637	p
26,314452	26,314452	p
27,890433	27,890433	f
28,529693	28,529693	f
29,165728	29,165728	f
29,792896	29,792896	f
30,419258	30,419258	f
31,048038	31,048038	f
31,695359	31,695359	f
32,325751	32,325751	f
32,952113	32,952113	f
33,593792	33,593792	f
