0,745254	0,745254	p
1,851902	1,851902	p
2,940104	2,940104	p
4,048821	4,048821	p
5,154740	5,154740	p
6,252268	6,252268	p
7,346065	7,346065	p
8,451052	8,451052	p
9,555106	9,555106	p
10,657139	10,657139	p
11,750179	11,750179	p
12,853282	12,853282	p
13,961100	13,961100	p
15,052998	15,052998	p
16,149593	16,149593	p
17,261107	17,261107	p
18,360499	18,360499	p
19,451141	19,451141	p
20,544181	20,544181	p
21,637221	21,637221	p
22,755103	22,755103	p
23,748776	23,748776	f
24,367525	24,367525	f
24,998813	24,998813	f
25,633831	25,633831	f
26,269781	26,269781	f
26,902001	26,902001	f
27,537951	27,537951	f
