0,856919	0,856919	p
1,970439	1,970439	p
3,083367	3,083367	p
4,194517	4,194517	p
5,303890	5,303890	p
6,415632	6,415632	p
7,525597	7,525597	p
8,633784	8,633784	p
9,747897	9,747897	p
10,857862	10,857862	p
11,971382	11,971382	p
13,080755	13,080755	p
14,190127	14,190127	p
15,309574	15,309574	p
16,420131	16,420131	p
17,530688	17,530688	p
18,640061	18,640061	p
19,742914	19,742914	p
20,861175	20,861175	p
21,972325	21,972325	p
23,083476	23,083476	p
24,197589	24,197589	p
25,785200	25,785200	f
26,422852	26,422852	f
27,053985	27,053985	f
27,684526	27,684526	f
28,318029	28,318029	f
28,945607	28,945607	f
29,576147	29,576147	f
30,216170	30,216170	f
30,853822	30,853822	f
31,479029	31,479029	f
